date, pm25, pm10, o3, no2, so2, co
2020/1/25, 171, 106, 55, 14, 6, 5
2020/1/26, 175, 59, 29, 4, 6, 3
2020/1/27, 111, 44, 28, 6, 7, 2
2020/1/28, 75, 71, 31, 7, 4, 2
2020/1/29, 202, 82, 50, 19, 9, 4
2020/1/30, 125, 84, 50, 19, 7, 4
2020/1/31, 145, 92, 41, 25, 5, 5
2020/2/1, 155, 90, 34, 19, 7, 5
2020/2/2, 162, 79, 43, 10, 6, 5
2020/2/3, 154, 86, 55, 15, 5, 5
2020/2/4, 156, 84, 50, 21, 7, 4
2020/2/5, 130, 68, 47, 10, 5, 3
2020/2/6, 108, 71, 42, 13, 7, 3
2020/2/7, 108, 84, 51, 19, 5, 5
2020/2/8, 148, 97, 4, 35, 1, 6
2020/2/9, 157, , , , , 
2020/2/11, 196, 156, 36, 21, 10, 6
2020/2/12, 153, 252, 53, 19, 6, 5
2020/2/13, 161, 88, 26, 22, 7, 5
2020/2/14, 152, 92, , 18, 7, 4
2020/2/15, 126, 86, , 17, 5, 5
2020/2/16, 146, 118, 39, 26, 5, 3
2020/2/17, 181, 160, 59, 25, 7, 4
2020/2/18, 194, 117, 85, 27, 11, 5
2020/2/19, 172, 80, 29, 18, 8, 4
2020/2/20, 137, 65, 25, 13, 10, 3
2020/2/21, 104, 96, 51, 20, 11, 5
2020/2/22, 230, 102, 50, 23, 10, 5
2020/2/23, 159, 96, 44, 21, 8, 5
2020/2/24, 164, 92, 28, 22, 8, 4
2020/2/25, 122, 88, 37, 24, 12, 3
2020/2/26, 127, 94, 30, 27, 12, 5
2020/2/27, 138, 108, 25, 39, 12, 5
2020/2/28, 154, 99, 23, 26, 12, 4
2020/2/29, 141, 98, 8, 10, 9, 3
2020/3/1, 117, 79, 7, 11, 9, 4
2020/3/2, 124, 80, 13, 6, 20, 3
2020/3/3, 112, 75, 13, 5, 19, 2
2020/3/4, 103, 77, 12, 9, 22, 3
2020/3/5, 105, 62, 9, 2, 13, 1
2020/3/6, 65, 85, 12, 5, 10, 2
2020/3/7, 86, 80, 11, 12, 14, 3
2020/3/8, 90, 84, 11, 7, 10, 3
2020/3/9, 108, 68, 4, 5, 15, 2
2020/3/10, 95, 66, 9, 2, 9, 1
2020/3/11, 65, 52, 13, 6, 7, 1
2020/3/12, 70, 70, 12, 9, 8, 2
2020/3/13, 81, 83, 10, 11, 5, 2
2020/3/14, 139, 98, 5, 18, 12, 4
2020/3/15, 234, 99, 6, 20, 13, 5
2020/3/16, 151, 104, 68, 27, 8, 5
2020/3/17, 155, 74, 49, 14, 7, 3
2020/3/18, 120, 58, 41, 10, 4, 3
2020/3/19, 92, 37, 29, 3, 3, 2
2020/3/20, 62, 44, 38, 4, 6, 2
2020/3/21, 67, 44, 33, 1, 3, 2
2020/3/22, 68, 48, 37, 1, 3, 2
2020/3/23, 75, 61, 50, 1, 3, 2
2020/3/24, 96, 56, 33, 1, 4, 2
2020/3/25, 84, 52, 29, 1, 4, 2
2020/3/26, 67, 53, 39, 1, 5, 2
2020/3/27, 71, 53, 42, 3, 3, 2
2020/3/28, 90, 51, 45, 1, 3, 2
2020/3/29, 75, 49, 33, 1, 3, 2
2020/3/30, 71, 47, 30, 1, 3, 2
2020/3/31, 74, 47, 36, , 3, 2
2019/10/1, 41, 41, 4, 1, 4, 2
2019/10/2, 58, 50, 4, 2, 4, 3
2019/10/3, 62, 49, 7, 4, 6, 3
2019/10/4, 72, 61, 12, 6, 8, 5
2019/10/5, 109, 67, 30, 8, 8, 5
2019/10/6, 117, 69, 28, 7, 6, 4
2019/10/7, 133, 74, 17, 6, 4, 4
2019/10/8, 138, 41, 13, 7, 4, 3
2019/10/9, 73, 57, 21, 11, 8, 5
2019/10/10, 120, 51, 20, 10, 8, 4
2019/10/11, 100, 75, 21, 9, 10, 2
2019/10/12, 129, 65, 27, 11, 11, 4
2019/10/13, 121, 79, 24, 11, 9, 4
2019/10/14, 148, 80, 14, 12, 9, 4
2019/10/15, 144, 96, 37, 13, 11, 5
2019/10/16, 147, 95, 56, 12, 8, 5
2019/10/17, 154, 90, 7, 16, 7, 5
2019/10/18, 142, 49, 3, 11, 4, 4
2019/10/19, 94, 18, 8, 9, 3, 4
2019/10/20, 56, 31, 25, 7, 2, 4
2019/10/21, 69, 23, 15, 6, 2, 3
2019/10/22, 44, 24, 6, 5, 4, 3
2019/10/23, 59, 44, 8, 12, 5, 5
2019/10/24, 90, 31, 4, 12, 4, 4
2019/10/25, 67, 28, 10, 7, 3, 3
2019/10/26, 52, 36, 16, 4, 1, 3
2019/10/27, 68, 50, 19, 5, 4, 3
2019/10/28, 97, 67, 33, 8, 20, 4
2019/10/29, 125, 63, 28, 10, 19, 4
2019/10/30, 127, 59, 13, 13, 22, 3
2019/10/31, 65, 42, 15, 7, 22, 3
2019/11/1, 59, 22, 8, 4, 23, 2
2019/11/2, 49, 41, 13, 5, 23, 3
2019/11/3, 67, 51, 16, 6, 13, 3
2019/11/4, 88, 57, 23, 6, 25, 4
2019/11/5, 111, 67, 19, 10, 17, 5
2019/11/6, 137, 23, 16, 1, 9, 1
2019/11/7, 56, 34, 14, 3, 5, 2
2019/11/8, 60, 44, 18, 4, 4, 2
2019/11/9, 75, 66, 26, 7, 4, 4
2019/11/10, 125, 79, 39, 13, 4, 5
2019/11/11, 155, 97, 50, 14, 4, 5
2019/11/12, 164, 81, 42, 13, 9, 4
2019/11/13, 153, 88, 50, 14, 24, 3
2019/11/14, 157, 85, 34, 13, 21, 6
2019/11/15, 161, 87, 25, 13, 31, 5
2019/11/16, 164, 87, 20, 13, 26, 5
2019/11/17, 165, 84, 47, 12, 15, 5
2019/11/18, 163, 110, 232, 21, 12, 6
2019/11/19, 176, 109, 46, 28, 15, 6
2019/11/20, 176, 113, 27, 11, 18, 5
2019/11/21, 175, 103, 35, 16, 42, 4
2019/11/22, 170, 107, 36, 14, 37, 4
2019/11/23, 168, 95, 40, 12, 31, 5
2019/11/24, 166, 94, 41, 14, 20, 5
2019/11/25, 167, 106, 48, 19, 32, 5
2019/11/26, 170, 89, 26, 14, 25, 4
2019/11/27, 157, 86, 45, 17, 22, 5
2019/11/28, 160, 94, 33, 17, 17, 5
2019/11/29, 166, 102, 32, 18, 23, 6
2019/11/30, 170, 117, 28, 16, 20, 6
2019/12/1, 178, 85, 36, 13, 14, 5
2019/12/2, 156, 116, 16, 7, 31, 3
2019/12/3, 150, 101, 199, 8, 13, 4
2019/12/4, 134, 78, 12, 2, 13, 3
2019/12/5, 137, 99, 45, 6, 8, 4
2019/12/6, 170, 97, 69, 14, 7, 4
2019/12/7, 160, 101, 62, 18, 9, 5
2019/12/8, 172, 101, 49, 15, 9, 5
2019/12/9, 167, 101, 60, 18, 12, 5
2019/12/10, 169, 114, 42, 17, 14, 5
2019/12/11, 174, 110, 38, 14, 16, 4
2019/12/12, 174, 84, 23, 14, 14, 4
2019/12/13, 142, 88, 25, 15, 12, 3
2019/12/14, 129, 86, 12, 14, 10, 4
2019/12/15, 159, 103, 49, 16, 12, 5
2019/12/16, 171, 97, 51, 16, 6, 5
2019/12/17, 165, 97, 62, 17, 7, 5
2019/12/18, 165, 95, 68, 18, 9, 5
2019/12/19, 166, 103, 63, 19, 8, 5
2019/12/20, 173, 134, 33, 24, 10, 6
2019/12/21, 177, 107, 7, 18, 12, 5
2019/12/22, 175, 104, 35, 13, 16, 6
2019/12/23, 175, 132, 45, 18, 12, 6
2019/12/24, 192, 133, 30, 24, 12, 5
2019/12/25, 203, 135, 38, 13, 9, 5
2019/12/26, 171, 102, 62, 19, 8, 6
2019/12/27, 172, 93, 51, 20, 7, 6
2019/12/28, 165, 85, 53, 17, 6, 5
2019/12/29, 163, , , , , 
2019/7/14, 48, 43, 4, 1, 3, 1
2019/7/15, 49, 44, 4, 1, 3, 1
2019/7/16, 54, 42, 4, 1, 3, 1
2019/7/17, 53, 53, 4, 1, 3, 1
2019/7/18, 57, 64, 10, 2, 3, 2
2019/7/19, 73, 43, 5, 6, 3, 2
2019/7/20, 63, 41, 10, 6, 4, 3
2019/7/21, 84, 17, 8, 2, 3, 2
2019/7/22, 38, 14, 6, 1, 3, 1
2019/7/23, 28, 22, 5, 1, 3, 1
2019/7/24, 45, 38, 5, 1, 3, 1
2019/7/25, 56, 39, 5, , 3, 1
2019/7/26, 53, 41, 5, , 3, 1
2019/7/27, 56, 47, 6, , 3, 1
2019/7/28, 59, 45, 5, 1, 3, 1
2019/7/29, 56, 32, 5, , 3, 1
2019/7/30, 47, 29, 4, , 3, 1
2019/7/31, 46, 34, 6, , 3, 1
2019/8/1, 46, 30, 8, , 3, 1
2019/8/2, 43, 23, 5, , 3, 1
2019/8/3, 39, 34, 5, , 4, 1
2019/8/4, 47, 38, 3, , 2, 1
2019/8/5, 50, 34, 8, , , 1
2019/8/6, 46, 38, 8, , , 2
2019/8/7, 51, 56, 7, 1, , 2
2019/8/8, 68, 54, 8, , , 2
2019/8/9, 68, 133, 9, , , 2
2019/8/10, 72, 49, 10, , , 2
2019/8/11, 61, 47, 9, 1, , 2
2019/8/12, 57, 39, 9, 2, , 2
2019/8/13, 50, 49, 10, 1, , 2
2019/8/14, 58, 38, 9, 1, , 2
2019/8/15, 56, 42, 9, 1, , 2
2019/8/16, 54, 42, 11, , , 2
2019/8/17, 51, 40, 11, 1, , 2
2019/8/18, 50, 41, 9, 1, , 3
2019/8/19, 51, 50, 8, 1, , 3
2019/8/20, 48, 42, 10, 1, , 3
2019/8/21, 44, 39, 9, 2, 1, 3
2019/8/22, 47, 34, 8, 2, 3, 3
2019/8/23, 45, 35, 11, , 3, 2
2019/8/24, 45, , , , , 
2019/8/29, 40, 27, 6, 1, 7, 3
2019/8/30, 41, 30, 8, 1, 7, 3
2019/8/31, 45, 27, 8, , 7, 3
2019/9/1, 45, 39, 6, , 7, 3
2019/9/2, 50, 13, 3, 1, 9, 3
2019/9/3, 33, 21, 4, 1, 9, 2
2019/9/4, 42, 13, 4, , 8, 2
2019/9/5, 27, 20, 4, 1, 8, 2
2019/9/6, 39, 20, 4, 1, 8, 2
2019/9/7, 35, 17, 6, 1, 8, 2
2019/9/8, 36, 36, 5, , 8, 2
2019/9/9, 54, 32, 5, 1, 8, 2
2019/9/10, 50, 28, 4, 1, 9, 3
2019/9/11, 48, 18, 5, , 11, 2
2019/9/12, 39, 24, 3, , 11, 2
2019/9/13, 45, 38, 3, , 11, 2
2019/9/14, 48, 25, 7, 3, 11, 3
2019/9/15, 45, 26, 4, 1, 10, 2
2019/9/16, 42, 25, 3, 2, 7, 2
2019/9/17, 44, 30, 5, 2, 2, 1
2019/9/18, 57, 24, 16, 4, 2, 2
2019/9/19, 67, 25, 8, 1, 3, 1
2019/9/20, 47, 16, 8, , 2, 
2019/9/21, 40, 24, 7, , 2, 1
2019/9/22, 51, 43, 6, 1, 2, 1
2019/9/23, 63, 47, 5, 1, , 1
2019/9/24, 57, 21, 8, 4, 1, 2
2019/9/25, 52, 27, 9, 2, 3, 3
2019/9/26, 63, 12, 7, , 3, 
2019/9/27, 29, 10, 4, , 1, 
2019/9/28, 31, 13, 4, , 1, 
2019/9/29, 33, 13, 4, , 2, 1
2019/9/30, 28, 27, 2, , 3, 2
2022/1/13, , 89, 6, 4, 6, 7
2021/7/1, , 70, 6, 3, 12, 4
2021/4/25, , 188, , 2, , 4
2021/5/19, , 88, 8, 6, 8, 8
2021/6/10, , 647, 6, 3, , 5
2020/10/25, , 88, 12, 16, 3, 7
2020/10/26, , 45, 7, 23, 4, 7
2020/10/30, , 55, 6, 19, 6, 8
2020/11/6, , 53, 4, 20, 7, 9
2020/7/2, , 149, 2, 5, 1, 1
2020/8/17, , 23, 1, 5, 2, 1
2020/8/18, , 22, 1, 4, 2, 2
2020/8/19, , 22, 1, 5, 3, 2
2020/8/20, , 21, , 4, 2, 2
2020/8/21, , 59, , 4, 2, 2
2020/4/19, , 155, 17, 1, 4, 5
2020/5/17, , 73, 18, , 10, 5
2020/5/18, , 880, 18, 1, 7, 5
2020/5/19, , 20, 16, 5, 6, 5
2020/6/9, , 18, 12, 2, , 3
2019/12/31, , 106, 83, 22, 8, 6
2020/2/10, , 136, 101, 18, 18, 9
2019/7/13, , 35, 3, 1, 3, 1
2019/8/28, , 29, 7, 1, 6, 3
